Wavelength (nm),05:00,09:00,13:00,17:00
400.0,0.22,0.22,0.01794736842105264,0.07121052631578947
402.0134228187919,0.22,0.22,0.01794736842105264,0.09567396679618256
404.0268456375839,0.22,0.22,0.01794736842105264,0.07410526315789474
406.0402684563758,0.22,0.22,0.01794736842105264,0.18529424231720068
408.0536912751678,0.22,0.22,0.01794736842105264,0.16326315789473683
410.06711409395973,0.22,0.22,0.01794736842105264,0.12045990815966481
412.08053691275165,0.22,0.22,0.01794736842105264,0.09789067467326096
414.09395973154363,0.22,0.22,0.01794736842105264,0.07088122571529516
416.10738255033556,0.22,0.22,0.01794736842105264,0.022213705404444506
418.12080536912754,0.22,0.22,0.01794736842105264,0.0889884846344064
420.13422818791946,0.22,0.22,0.01794736842105264,0.16162112327799427
422.1476510067114,0.21062804662663395,0.1728371600141293,0.01794736842105264,0.1673585305545744
424.16107382550337,0.18218580007064597,0.20489297068173928,0.01794736842105264,0.02280430943128947
426.1744966442953,0.1806432356057929,0.21520522783468743,0.01794736842105264,0.16557894736842105
428.18791946308727,0.21578417520310864,0.17533945602260695,0.01794736842105264,0.01678947368421053
430.2013422818792,0.1774765100671141,0.17660614623807838,0.017687036382903577,0.16557894736842105
432.2147651006711,0.17111586012010216,0.1772511480042389,0.01791628399858704,0.16557894736842105
434.2281879194631,0.19999328859060403,0.17110420346167435,0.01794736842105264,0.16557894736842105
436.241610738255,0.1717025785941361,0.04642847050512974,0.01791239844577885,0.16557894736842105
438.255033557047,0.18272200635817765,0.0907198869657378,0.01769480748851996,0.07549629106323005
440.2684563758389,0.19722677499116906,0.1715238431649595,0.017407276580713563,0.00544754503708997
442.28187919463085,0.0891229247615534,0.20131826209819736,0.017617096432356,0.08069904627338528
444.2953020134228,0.16860190745319684,0.16744401271635473,0.017368421052631585,0.15403885552807528
446.30872483221475,0.1847580360296728,0.09645107735781794,0.017702578594136383,0.0045849523136696916
448.32214765100673,0.2005683504062172,0.1952296008477592,0.01794736842105264,0.16557894736842105
450.33557046979865,0.13142105263157336,0.04399999999999999,0.017368421052631585,0.005890498057223338
452.3489932885906,0.17048640056517123,0.1616661956905653,0.017368421052631585,0.009263157894736846
454.36241610738256,0.15031649593782434,0.1345877781702521,0.018664707606514546,0.07770328505828926
456.3758389261745,0.16827552101730844,0.050892970681737905,0.02280047899271239,0.030769692688098982
458.38926174496646,0.17438361003179098,0.21652631578947368,0.02693625037891035,0.16557894736842105
460.4026845637584,0.06208336276934086,0.17246803249735077,0.031072021765108194,0.16557894736842105
462.41610738255036,0.19619710349699526,0.17144224655598786,0.035207793151306156,0.10666231013775226
464.4295302013423,0.20492016955139516,0.19688873189685632,0.039343564537504,0.14960155422112265
466.44295302013427,0.2087124690921939,0.059888025432709144,0.043479335923701956,0.16684952313670084
468.4563758389262,0.03126315789473684,0.07859696220416769,0.047615107309899804,0.17264288237371955
470.4697986577181,0.04344436594842632,0.06310526315789473,0.05175087869609765,0.061425409160486666
472.48322147651004,0.03423172024020176,0.06542105263157895,0.055886650082295486,0.01678947368421053
474.496644295302,0.07142811727304839,0.0682458495231367,0.06002242146849346,0.01678947368421053
476.510067114094,0.06882091133874962,0.07229459554927595,0.06415819285469142,0.01678947368421053
478.5234899328859,0.030470505121865013,0.07221688449311207,0.06829396424088925,0.01678947368421053
480.53691275167785,0.0717855881314036,0.07703496997527386,0.0724297356270871,0.01678947368421053
482.5503355704698,0.048359590250799486,0.07968491699046268,0.07656550701328506,0.011334157541503362
484.56375838926175,0.07544577887672377,0.08105263157894738,0.0807012783994829,0.01678947368421053
486.57718120805373,0.07894277640409755,0.08096326386435936,0.08483704978568087,0.0078371600141307
488.59060402684565,0.08673719533733683,0.08632921229247631,0.08897282117187871,0.0033221476510065973
490.6040268456376,0.08787954786294587,0.0884312963617096,0.09310859255807656,0.01678947368421053
492.61744966442956,0.09347474390674701,0.0908053691275168,0.09724436394427452,0.005567997174143292
494.6308724832215,0.0954796891557754,0.0974613210879548,0.10138013533047237,0.004021547156481841
496.64429530201346,0.09610526315789475,0.10122253620628756,0.10551590671667033,0.01678947368421053
498.6577181208054,0.1038141999293536,0.10421441186859767,0.10965167810286817,0.009096079123984423
500.6711409395973,0.10874496644295298,0.10430766513599439,0.11378744948906601,0.01678947368421053
502.6845637583893,0.10899364182267794,0.10958036029671529,0.11792322087526397,0.01678947368421053
504.6979865771812,0.12011797951253982,0.11767396679618539,0.12205899226146182,0.01678947368421053
506.7114093959732,0.11773225008830791,0.12135358530554602,0.12619476364765977,0.01678947368421053
508.7248322147651,0.11905333804309429,0.12204909925821279,0.1303305350338576,0.01678947368421053
510.73825503355704,0.13136276933945587,0.12578311550688806,0.13446630642005547,0.01678947368421053
512.751677852349,0.13333663016601877,0.13272271282232412,0.1386020778062533,0.01678947368421053
514.765100671141,0.13044189332391387,0.13907559166372246,0.1427378491924514,0.01678947368421053
516.7785234899329,0.13838396326386435,0.14613564111621333,0.14687362057864922,0.01678947368421053
518.7919463087248,0.14410349699752728,0.15452454962910622,0.15417484987636873,0.01678947368421053
520.8053691275168,0.15606322854115076,0.15550759448957974,0.15770422701047926,0.01678947368421053
522.8187919463087,0.15847615683504138,0.15632744613210836,0.16036842105263158,0.01678947368421053
524.8322147651007,0.1535609325326703,0.16569939950547496,0.16114396579448223,0.012968680089484768
526.8456375838927,0.15877534440127059,0.16419957612151315,0.16137709896297392,0.011435181914518908
528.8590604026846,0.1676460614623808,0.1664881667255387,0.1616102321314656,0.006368421052631574
530.8724832214765,0.1755259625574004,0.17674214058636523,0.1618433652999573,0.01678947368421053
532.8859060402685,0.16602190038855308,0.17883256799717479,0.16207649846844902,0.0021836806782045406
534.8993288590605,0.1797184740374414,0.17675379724479093,0.1623096316369407,0.006745319675027039
536.9127516778524,0.17995160720593412,0.1813426351112681,0.16254276480543242,0.01678947368421053
538.9261744966443,0.18314553161427052,0.18426068527022252,0.1627758979739241,0.01678947368421053
540.9395973154362,0.17995160720593426,0.18454821617802897,0.1630090311424158,0.0011578947368421088
542.9530201342282,0.1846298127870014,0.1803285058283293,0.1632421643109075,0.01678947368421053
544.9664429530201,0.18047227128223278,0.18189049805722465,0.1634752974793992,0.01678947368421053
546.9798657718121,0.1738668315083009,0.18451324620275522,0.1637084306478909,0.01678947368421053
548.993288590604,0.18297068173790176,0.17961744966442952,0.1639415638163826,0.01678947368421053
551.006711409396,0.17093323913811373,0.182955139526669,0.1641746969848743,0.01678947368421053
553.020134228188,0.17328788413987795,0.18511550688802558,0.16440783015336602,0.01678947368421053
555.0335570469799,0.18238784881667208,0.1846842105263158,0.1646409633218577,0.01678947368421053
557.0469798657718,0.18162628046626741,0.1834019780996113,0.1648740964903494,0.01678947368421053
559.0604026845638,0.17306640762981226,0.18308336276933942,0.1651072296588411,0.01678947368421053
561.0738255033557,0.17983892617449687,0.18232567997174148,0.1653403628273328,0.01678947368421053
563.0872483221476,0.1774920522783472,0.18379053338043091,0.1655734959958245,0.01678947368421053
565.1006711409397,0.18462592723419308,0.18216637230660512,0.16580662916431618,0.01678947368421053
567.1140939597316,0.1832698693041328,0.18410526315789472,0.1660397623328079,0.01678947368421053
569.1275167785235,0.1815213705404449,0.18104733309784532,0.1662728955012996,0.01678947368421053
571.1409395973154,0.17008618862592725,0.18063157894736842,0.16650602866979128,0.0149244083362771
573.1543624161075,0.17056799717414237,0.1802197103496997,0.166739161838283,0.009375838926173323
575.1677852348994,0.18051112681031437,0.17600000000000002,0.16697229500677468,0.005785588131402931
577.1812080536913,0.17694807488519979,0.1740261391734369,0.16720542817526637,0.002591663723065922
579.1946308724832,0.16963157894736844,0.17241363475803614,0.1674385613437581,0.01678947368421053
581.2080536912752,0.15533274461321084,0.16922748145531613,0.16767169451224978,0.00468597668668324
583.2214765100671,0.15471105616389982,0.16847368421052633,0.16838237371953374,0.004021547156481856
585.2348993288591,0.154509007417871,0.16388484634404826,0.16627278651384295,0.01678947368421053
587.248322147651,0.1599371246909224,0.15964570823030746,0.1641631993081523,0.01678947368421053
589.261744966443,0.15482762274814404,0.15848004238784857,0.16205361210246164,0.01678947368421053
591.2751677852349,0.1438353938537622,0.15379018014835744,0.15994402489677095,0.01678947368421053
593.2885906040269,0.15149770399152246,0.15439244083362774,0.1578344376910802,0.01678947368421053
595.3020134228188,0.14066478276227762,0.14987354291769775,0.1557248504853895,0.01678947368421053
597.3154362416108,0.13875697633345113,0.14801236312257143,0.15361526327969885,0.01678947368421053
599.3288590604027,0.14031119745672954,0.14753444012716352,0.1515056760740082,0.01678947368421053
601.3422818791946,0.14393641822677394,0.145510067114094,0.1493960888683175,0.01678947368421053
603.3557046979865,0.1464736842105263,0.14242105263157895,0.14728650166262686,0.01678947368421053
605.3691275167786,0.13613034263511045,0.14242105263157895,0.1451769144569361,0.01678947368421053
607.3825503355705,0.13414093959731582,0.14304274108088993,0.1430673272512454,0.01467491494543482
609.3959731543624,0.13364358883786584,0.1418421052631579,0.14081181016174538,0.011660543977393082
611.4093959731543,0.13933592370187178,0.1395263157894737,0.13769425365551588,0.008646173009351346
613.4228187919464,0.13048074885199726,0.13472765807135267,0.13457669714928622,0.0056318020413094385
615.4362416107383,0.12273684210526314,0.13232638643588857,0.13145914064305672,0.002797598021900958
617.4496644295302,0.12000141292829382,0.12889544330625216,0.12834158413682722,0.003046273401625117
619.4630872483222,0.12945107735782393,0.12894984104556684,0.12522402763059776,0.003064146944542538
621.4765100671141,0.11654715648180831,0.121819851642529,0.12210647112436825,0.014011303426350822
623.489932885906,0.10901306958671712,0.10843412221829607,0.11898891461813875,0.0052726951607211135
625.503355704698,0.10500317908866176,0.10869833980925453,0.11587135811190909,0.01678947368421053
627.51677852349,0.09851042034616701,0.10347227128223277,0.11275380160567959,0.01588025432709215
629.5302013422819,0.09505227834687421,0.09905051218650647,0.1096362450994501,0.006162486753797068
631.5436241610738,0.0869742140586364,0.09140762981278705,0.1065186885932206,0.009515718827269377
633.5570469798658,0.08780960791239746,0.08529954079830399,0.10340113208699092,0.016209971236817153
635.5704697986578,0.08506252207700375,0.08285164252914172,0.10028357558076142,0.01678947368421053
637.5838926174497,0.08114977039915156,0.08210173083716027,0.09716601907453194,0.01678947368421053
639.5973154362416,0.07978205581066819,0.08122748145531637,0.09404846256830245,0.01678947368421053
641.6107382550335,0.07978982691628399,0.08370646414694456,0.09093090606207295,0.01678947368421053
643.6241610738255,0.08452631578947369,0.08620876015542218,0.08781334955584347,0.01678947368421053
645.6375838926175,0.0874443659484297,0.08373754856940972,0.08510526315789474,0.01678947368421053
647.6510067114094,0.08586294595549199,0.08588625927234173,0.08510526315789474,0.01678947368421053
649.6644295302013,0.09291910985517476,0.0914736842105263,0.08510526315789474,0.01678947368421053
651.6778523489934,0.1055083009537269,0.09504062168844951,0.08510526315789474,0.01678947368421053
653.6912751677853,0.10374037442599615,0.10541504768633134,0.08510526315789474,0.01678947368421053
655.7046979865772,0.10916460614623752,0.11120063581773235,0.08510526315789474,0.01678947368421053
657.7181208053692,0.11578947368421054,0.11413422818791952,0.08510526315789474,0.01678947368421053
659.7315436241611,0.10768421052631579,0.11250618156128614,0.08510526315789474,0.008719180501590101
661.744966442953,0.11116955139526609,0.11097915930766503,0.08510526315789474,0.01678947368421053
663.7583892617449,0.10470010596962155,0.11217590957258934,0.08510526315789474,0.01678947368421053
665.771812080537,0.10306040268456478,0.10794065701165655,0.08510526315789474,0.009865418580010134
667.7852348993289,0.10949358295066551,0.10933926648344541,0.08510526315789474,0.008890144825148837
669.7986577181208,0.11556799717414361,0.11549834153233787,0.08510526315789474,0.01678947368421053
671.8120805369128,0.12164241139762205,0.12165741658123069,0.08510526315789474,0.016435888378663326
673.8255033557048,0.12771682562110015,0.12781649163012315,0.08510526315789474,0.009263157894736846
675.8389261744967,0.13379123984457825,0.1339755666790156,0.08510526315789474,0.00776499974769168
677.8523489932886,0.13986565406805634,0.14013464172790807,0.08510526315789474,0.015946863803804872
679.8657718120805,0.14594006829153444,0.14629371677680053,0.08510526315789474,0.11178761332862454
681.8791946308725,0.15201448251501254,0.15245279182569302,0.08510526315789474,0.14962253620628832
683.8926174496644,0.15808889673849064,0.15861186687458548,0.08510526315789474,0.1874574590839521
685.9060402684564,0.18829000353232248,0.16240833627693402,0.08510526315789474,0.21911797951253967
687.9194630872483,0.17892970681737896,0.16132038149063888,0.08510526315789474,0.21247368421052631
689.9328859060403,0.16326315789473683,0.16178664782762278,0.08510526315789474,0.21247368421052631
691.9463087248323,0.17889473684210525,0.17924832214764697,0.08510526315789474,0.21875662310137609
693.9597315436242,0.19742105263157894,0.17068067820558544,0.08510526315789474,0.21247368421052631
695.9731543624162,0.196601200989041,0.16152631578947368,0.08510526315789474,0.21252031084422635
697.9865771812081,0.18838325679971507,0.17131013776050652,0.08510526315789474,0.21826315789473683
700.0,0.18005263157894738,0.1626842105263158,0.08510526315789474,0.21942105263157893
